Mouse_gene_name	Mouse_id	Predicted_status	Number_of_mouse_orthologs	Degree	Rank	Weighted-degree	Weighted_rank	Zebrafish_gene_name	Zfin_id	Predicted_status	Number_of_zebrafish_orthologs	Degree	Rank	Weighted-degree	Weighted-rank
NA	NA	NA	1:flt1	NA	NA	NA	NA	flt1	zdb-gene-050407-1	predicted	NA	160	42	68.0760584228	47
NA	NA	NA	1:kit	NA	NA	NA	NA	kita	zdb-gene-980526-464	predicted	NA	184	26	77.2228640383	33
NA	NA	NA	NA	NA	NA	NA	NA	szl	zdb-gene-030530-1	predicted	NA	38	429	16.6273898836	430
NA	NA	NA	1:ralb	NA	NA	NA	NA	ralbb	zdb-gene-040625-121	predicted	NA	159	44	67.832305474	48
NA	NA	NA	NA	NA	NA	NA	NA	unm_b1006	zdb-gene-070306-1	predicted	NA	8	580	3.29411764706	581
NA	NA	NA	1:dvl2	NA	NA	NA	NA	dvl2	zdb-gene-041118-20	predicted	NA	69	306	34.0912526018	271
NA	NA	NA	1:acvr2a	NA	NA	NA	NA	acvr2aa	zdb-gene-980526-227	predicted	NA	52	382	27.2225570134	339
NA	NA	NA	1:rhobtb1	NA	NA	NA	NA	rhobtb1	zdb-gene-130530-871	predicted	NA	84	226	34.4782352941	268
NA	NA	NA	1:grb2	NA	NA	NA	NA	grb2a	zdb-gene-041121-1	predicted	NA	78	259	38.0094117647	243
NA	NA	NA	1:grb2	NA	NA	NA	NA	grb2b	zdb-gene-040426-1975	predicted	NA	86	222	41.4617647059	216
NA	NA	NA	1:prkab1	NA	NA	NA	NA	prkab1b	zdb-gene-030131-7172	predicted	NA	12	552	5.93941176471	552
NA	NA	NA	NA	NA	NA	NA	NA	acvr1l	zdb-gene-990415-9	predicted	NA	71	297	32.7690392399	289
NA	NA	NA	1:evx1	NA	NA	NA	NA	evx1	zdb-gene-980526-364	predicted	NA	14	545	5.33138497113	562
NA	NA	NA	1:kcnh8	NA	NA	NA	NA	kcnh8	zdb-gene-060503-204	predicted	NA	7	586	2.83235294118	591
NA	NA	NA	NA	NA	NA	NA	NA	actr10	zdb-gene-040426-768	predicted	NA	65	326	24.7752941176	363
NA	NA	NA	1:gsk3b	NA	NA	NA	NA	gsk3b	zdb-gene-990714-4	predicted	NA	226	4	101.229260233	7
NA	NA	NA	1:prkaca	NA	NA	NA	NA	prkacaa	zdb-gene-050114-6	predicted	NA	68	310	28.9588235294	322
NA	NA	NA	1:prkaca	NA	NA	NA	NA	prkacab	zdb-gene-040801-208	predicted	NA	67	315	28.4594117647	326
NA	NA	NA	1:rpl7l1	NA	NA	NA	NA	rpl7l1	zdb-gene-030131-970	predicted	NA	86	222	48.5831531889	158
NA	NA	NA	1:rspo1	NA	NA	NA	NA	rspo1	zdb-gene-040718-44	predicted	NA	4	598	2.18225065706	596
NA	NA	NA	NA	NA	NA	NA	NA	unm_dhi862	zdb-gene-120403-1	direct_annotation_to_the_pelvic_fin	NA	21	503	7.44609534493	516
NA	NA	NA	NA	NA	NA	NA	NA	unm_m738	zdb-gene-070117-318	predicted	NA	18	516	7.31602026983	517
NA	NA	NA	1:bhlha9	NA	NA	NA	NA	bhlha9	zdb-gene-030131-2201	predicted	NA	18	516	7.31602026983	531
NA	NA	NA	1:jup	NA	NA	NA	NA	jupa	zdb-gene-991207-22	predicted	NA	206	15	95.079572076	13
NA	NA	NA	1:fgfr4	NA	NA	NA	NA	fgfr4	zdb-gene-980526-488	predicted	NA	160	42	65.2768355823	61
NA	NA	NA	NA	NA	NA	NA	NA	f1qiz5_danre	NA	predicted	NA	8	580	3.27764705882	585
NA	NA	NA	1:igf1r	NA	NA	NA	NA	igf1rb	zdb-gene-020503-2	predicted	NA	177	31	75.0885609683	37
NA	NA	NA	1:igf1r	NA	NA	NA	NA	igf1ra	zdb-gene-020503-1	predicted	NA	181	30	76.5269660099	35
NA	NA	NA	1:fen1	NA	NA	NA	NA	fen1	zdb-gene-031112-11	predicted	NA	86	222	41.8093292351	214
NA	NA	NA	1:crk	NA	NA	NA	NA	crk	zdb-gene-040801-148	predicted	NA	77	261	36.1090271475	253
NA	NA	NA	NA	NA	NA	NA	NA	rhoae	NA	predicted	NA	116	125	49.4370588235	151
NA	NA	NA	NA	NA	NA	NA	NA	rhoad	NA	predicted	NA	121	113	52.13	131
NA	NA	NA	1:rhoa	NA	NA	NA	NA	rhoac	zdb-gene-040426-2665	predicted	NA	106	162	43.36	206
NA	NA	NA	1:rhoa	NA	NA	NA	NA	rhoab	zdb-gene-040322-2	predicted	NA	231	3	108.08374226	3
NA	NA	NA	1:rhoa	NA	NA	NA	NA	rhoaa	zdb-gene-040426-2150	predicted	NA	110	148	46.08	181
NA	NA	NA	1:jak3	NA	NA	NA	NA	jak3	zdb-gene-070725-4	predicted	NA	153	52	60.6757651809	83
NA	NA	NA	1:lama5	NA	NA	NA	NA	lama5	zdb-gene-030131-9823	predicted	NA	12	552	6.08193692874	549
NA	NA	NA	NA	NA	NA	NA	NA	lrit3	NA	predicted	NA	97	190	35.6729411765	258
NA	NA	NA	1:rap1b	NA	NA	NA	NA	rap1b	zdb-gene-030131-9662	predicted	NA	168	37	73.3501755605	38
NA	NA	NA	NA	NA	NA	NA	NA	gnaia	zdb-gene-030131-2229	predicted	NA	65	326	25.4305882353	355
NA	NA	NA	1:tgfbr2	NA	NA	NA	NA	tgfbr2b	zdb-gene-980526-375	predicted	NA	37	433	16.776765761	428
NA	NA	NA	NA	NA	NA	NA	NA	zgc:110388	NA	predicted	NA	52	382	26.8858823529	343
NA	NA	NA	1:pwp2	NA	NA	NA	NA	pwp2h	zdb-gene-021031-3	predicted	NA	55	365	33.2005976707	284
NA	NA	NA	NA	NA	NA	NA	NA	f1rbx7_danre	NA	predicted	NA	34	451	12.04	476
NA	NA	NA	NA	NA	NA	NA	NA	btk	zdb-gene-070531-1	predicted	NA	165	40	67.4762230521	49
NA	NA	NA	1:lmo7	NA	NA	NA	NA	lmo7b	zdb-gene-060825-242	predicted	NA	28	475	11.7242031081	484
NA	NA	NA	1:aldh8a1	NA	NA	NA	NA	aldh8a1	zdb-gene-040912-3	predicted	NA	34	451	14.3962842443	448
NA	NA	NA	1:polr1a	NA	NA	NA	NA	polr1a	zdb-gene-030131-5286	predicted	NA	115	128	59.7442043871	85
NA	NA	NA	NA	NA	NA	NA	NA	polr1b	zdb-gene-040426-1598	predicted	NA	73	285	34.5023529412	267
NA	NA	NA	1:polr1c	NA	NA	NA	NA	polr1c	zdb-gene-040426-1495	predicted	NA	105	164	58.3572280667	93
NA	NA	NA	1:top2b	NA	NA	NA	NA	top2b	zdb-gene-041008-136	predicted	NA	150	59	68.4413417485	44
NA	NA	NA	NA	NA	NA	NA	NA	actr1	zdb-gene-040426-2695	predicted	NA	68	310	25.7264705882	352
NA	NA	NA	1:shank3	NA	NA	NA	NA	shank3b	zdb-gene-041210-74	predicted	NA	144	70	59.2998463462	88
NA	NA	NA	NA	NA	NA	NA	NA	snrpd1	zdb-gene-020419-14	predicted	NA	64	330	33.9800723606	273
NA	NA	NA	NA	NA	NA	NA	NA	elk	zdb-gene-081210-7	predicted	NA	4	598	1.4449118352	604
NA	NA	NA	1:fyn	NA	NA	NA	NA	fyna	zdb-gene-030903-5	predicted	NA	118	119	50.4111764706	142
NA	NA	NA	1:fyn	NA	NA	NA	NA	fynb	zdb-gene-050706-89	predicted	NA	111	143	47.4158823529	169
NA	NA	NA	NA	NA	NA	NA	NA	tut	zdb-gene-070117-2443	predicted	NA	4	598	1.49466584425	603
NA	NA	NA	NA	NA	NA	NA	NA	smarca2	zdb-gene-030131-5964	predicted	NA	114	132	47.3411764706	171
NA	NA	NA	NA	NA	NA	NA	NA	gnai2	NA	predicted	NA	81	240	33.9429411765	275
NA	NA	NA	NA	NA	NA	NA	NA	gnai3	zdb-gene-070713-6	predicted	NA	78	259	32.1788235294	294
NA	NA	NA	1:gnai1	NA	NA	NA	NA	gnai1	zdb-gene-040426-1310	predicted	NA	73	285	29.8435294118	313
NA	NA	NA	1:rps12	NA	NA	NA	NA	rps12	zdb-gene-030131-8951	predicted	NA	75	273	45.8651523832	182
NA	NA	NA	NA	NA	NA	NA	NA	rps11	zdb-gene-040426-2701	predicted	NA	80	244	48.3889166295	159
NA	NA	NA	1:stat3	NA	NA	NA	NA	stat3	zdb-gene-980526-68	predicted	NA	118	119	52.2525200383	126
NA	NA	NA	NA	NA	NA	NA	NA	rps15	zdb-gene-030131-9092	predicted	NA	75	273	44.9234028792	193
NA	NA	NA	NA	NA	NA	NA	NA	rps18	zdb-gene-020419-20	predicted	NA	71	297	43.2536828305	207
NA	NA	NA	1:ilk	NA	NA	NA	NA	ilk	zdb-gene-040426-1435	predicted	NA	146	66	61.3824816443	78
NA	NA	NA	NA	NA	NA	NA	NA	pptc7	NA	predicted	NA	35	448	12.3611764706	469
NA	NA	NA	NA	NA	NA	NA	NA	myhz2	zdb-gene-020604-1	predicted	NA	70	301	30.8318683683	307
NA	NA	NA	NA	NA	NA	NA	NA	unm_t30926	zdb-gene-070117-920	predicted	NA	18	516	7.31602026983	517
NA	NA	NA	1:psmc6	NA	NA	NA	NA	psmc6	zdb-gene-030131-304	predicted	NA	83	232	40.5024597404	228
NA	NA	NA	1:erbb2	NA	NA	NA	NA	erbb2	zdb-gene-031118-121	predicted	NA	133	84	60.6821816261	82
NA	NA	NA	NA	NA	NA	NA	NA	supt5h	zdb-gene-001207-1	predicted	NA	91	209	45.4440316661	187
NA	NA	NA	NA	NA	NA	NA	NA	unm_m719	zdb-gene-070117-624	predicted	NA	18	516	7.31602026983	517
NA	NA	NA	NA	NA	NA	NA	NA	unm_m360	zdb-gene-070117-446	predicted	NA	18	516	7.31602026983	517
NA	NA	NA	1:osr2	NA	NA	NA	NA	osr2	zdb-gene-050417-183	predicted	NA	53	377	19.902136461	412
NA	NA	NA	1:prdm1	NA	NA	NA	NA	prdm1a	zdb-gene-030131-2193	predicted	NA	18	516	7.2375889336	534
NA	NA	NA	1:fau	NA	NA	NA	NA	faub	zdb-gene-050417-416	predicted	NA	44	406	23.0205882353	383
NA	NA	NA	1:frk	NA	NA	NA	NA	frk	zdb-gene-110411-7	predicted	NA	152	53	62.0506076666	75
NA	NA	NA	1:kif7	NA	NA	NA	NA	kif7	zdb-gene-050307-1	predicted	NA	57	357	24.0680512762	364
NA	NA	NA	1:rem2	NA	NA	NA	NA	rem2	zdb-gene-081110-1	predicted	NA	129	92	52.4895433374	124
NA	NA	NA	1:rb1	NA	NA	NA	NA	rb1	zdb-gene-040428-1	predicted	NA	94	199	42.9569331475	210
NA	NA	NA	1:smarca5	NA	NA	NA	NA	smarca5	zdb-gene-021125-1	predicted	NA	105	164	47.5165216935	168
NA	NA	NA	1:gmps	NA	NA	NA	NA	gmps	zdb-gene-040426-1503	predicted	NA	102	174	52.1760020208	127
NA	NA	NA	NA	NA	NA	NA	NA	zgc:162985	NA	predicted	NA	55	365	20.4770588235	405
NA	NA	NA	NA	NA	NA	NA	NA	si:ch211-149b19.3	zdb-gene-110411-37	predicted	NA	52	382	19.1382352941	419
NA	NA	NA	1:lgr4	NA	NA	NA	NA	lgr4	zdb-gene-111013-1	predicted	NA	55	365	22.1376470588	390
NA	NA	NA	1:mrps6	NA	NA	NA	NA	mrps6	zdb-gene-060825-59	predicted	NA	51	387	23.5583039589	374
NA	NA	NA	NA	NA	NA	NA	NA	unm_t31148	zdb-gene-070117-1894	direct_annotation_to_the_pelvic_fin	NA	18	516	6.6863054741	540
NA	NA	NA	NA	NA	NA	NA	NA	kcnj13	zdb-gene-070129-1	predicted	NA	4	598	1.69927974449	601
NA	NA	NA	1:col5a1	NA	NA	NA	NA	col5a1	zdb-gene-041105-6	predicted	NA	11	560	5.88294117647	556
NA	NA	NA	1:gnat1	NA	NA	NA	NA	gnat1	zdb-gene-011128-11	predicted	NA	72	289	28.5970588235	325
NA	NA	NA	1:mapk8	NA	NA	NA	NA	mapk8b	zdb-gene-010202-1	predicted	NA	94	199	43.8692269725	204
NA	NA	NA	1:gata4	NA	NA	NA	NA	gata4	zdb-gene-980526-476	predicted	NA	112	139	50.0032330805	145
NA	NA	NA	1:gnat2	NA	NA	NA	NA	gnat2	zdb-gene-011128-10	predicted	NA	116	125	48.8471318686	156
NA	NA	NA	1:gata3	NA	NA	NA	NA	gata3	zdb-gene-990415-82	predicted	NA	95	197	38.7270801804	240
NA	NA	NA	1:cacna1a	NA	NA	NA	NA	cacna1ab	zdb-gene-090514-3	predicted	NA	16	537	6.37551842349	544
NA	NA	NA	1:map3k2	NA	NA	NA	NA	map3k2	zdb-gene-120215-96	predicted	NA	72	289	28.1741176471	328
NA	NA	NA	1:map3k3	NA	NA	NA	NA	map3k3	zdb-gene-070910-1	predicted	NA	72	289	28.3205882353	327
NA	NA	NA	1:rps14	NA	NA	NA	NA	rps14	zdb-gene-030131-8631	predicted	NA	69	306	41.8715096345	213
NA	NA	NA	1:hsp90aa1	NA	NA	NA	NA	hsp90aa1.1	zdb-gene-990415-94	predicted	NA	175	34	78.6325487943	31
NA	NA	NA	1:hsp90aa1	NA	NA	NA	NA	hsp90aa1.2	zdb-gene-031001-3	predicted	NA	222	7	105.12728923	5
NA	NA	NA	1:egfr	NA	NA	NA	NA	egfra	zdb-gene-030918-1	predicted	NA	126	100	59.002124255	90
NA	NA	NA	1:hhip	NA	NA	NA	NA	hhip	zdb-gene-030131-4827	direct_annotation_to_the_pelvic_fin	NA	25	491	12.2808928697	471
NA	NA	NA	NA	NA	NA	NA	NA	wu:fb65b05	NA	predicted	NA	76	266	39.9788235294	233
NA	NA	NA	1:sox10	NA	NA	NA	NA	sox10	zdb-gene-011207-1	predicted	NA	28	475	11.3205652595	487
NA	NA	NA	1:lox	NA	NA	NA	NA	loxa	zdb-gene-040426-2398	predicted	NA	23	499	9.47746724826	503
NA	NA	NA	1:phox2b	NA	NA	NA	NA	phox2bb	zdb-gene-050407-3	direct_annotation_to_the_pelvic_fin	NA	19	512	8.08194207835	511
NA	NA	NA	NA	NA	NA	NA	NA	si:ch1073-55a19.2	zdb-gene-081104-93	predicted	NA	51	387	21.8288235294	392
NA	NA	NA	NA	NA	NA	NA	NA	cdc42	zdb-gene-030131-8783	predicted	NA	201	17	97.7751711859	9
NA	NA	NA	1:ppm1n	NA	NA	NA	NA	ppm1nb	zdb-gene-071004-34	predicted	NA	34	451	12.0194117647	478
NA	NA	NA	1:ppm1n	NA	NA	NA	NA	ppm1na	zdb-gene-040426-2731	predicted	NA	34	451	12.0023529412	480
NA	NA	NA	1:dhh	NA	NA	NA	NA	dhh	zdb-gene-990714-5	predicted	NA	24	494	10.2594117647	497
NA	NA	NA	1:ptf1a	NA	NA	NA	NA	ptf1a	zdb-gene-030616-579	predicted	NA	12	552	4.70065186867	564
NA	NA	NA	1:grem2	NA	NA	NA	NA	grem2b	zdb-gene-030911-9	predicted	NA	36	441	15.6411619165	438
NA	NA	NA	NA	NA	NA	NA	NA	si:ch211-163m16.1	NA	predicted	NA	189	21	84.6841176471	22
NA	NA	NA	NA	NA	NA	NA	NA	ctnnb2	zdb-gene-040426-2575	predicted	NA	149	64	65.0487734567	62
NA	NA	NA	1:bmpr2	NA	NA	NA	NA	bmpr2a	zdb-gene-070618-1	predicted	NA	57	357	27.845815418	331
NA	NA	NA	NA	NA	NA	NA	NA	unm_t30867	zdb-gene-070117-1315	predicted	NA	18	516	7.31602026983	517
NA	NA	NA	NA	NA	NA	NA	NA	polr2gl	zdb-gene-030131-2808	predicted	NA	64	330	35.3350163671	260
NA	NA	NA	1:akt3	NA	NA	NA	NA	akt3a	zdb-gene-050419-180	predicted	NA	97	190	39.0864705882	237
NA	NA	NA	1:smad9	NA	NA	NA	NA	smad9	zdb-gene-031014-1	predicted	NA	76	266	33.3468313541	282
NA	NA	NA	1:syk	NA	NA	NA	NA	syk	zdb-gene-040702-3	predicted	NA	132	86	54.8744622234	110
NA	NA	NA	1:smad5	NA	NA	NA	NA	smad5	zdb-gene-990603-9	predicted	NA	111	143	49.9642876933	146
NA	NA	NA	1:aldh1l1	NA	NA	NA	NA	aldh1l1	zdb-gene-100519-4	predicted	NA	46	403	19.2836133825	418
NA	NA	NA	1:smad7	NA	NA	NA	NA	smad7	zdb-gene-030128-3	predicted	NA	122	110	56.5798496601	103
NA	NA	NA	1:smc4	NA	NA	NA	NA	smc4	zdb-gene-020419-21	predicted	NA	82	238	39.3747893613	236
NA	NA	NA	NA	NA	NA	NA	NA	tnnt2d	zdb-gene-050626-97	predicted	NA	24	494	10.2207612089	498
NA	NA	NA	1:cps1	NA	NA	NA	NA	cps1	zdb-gene-081105-17	predicted	NA	67	315	29.6500715926	317
NA	NA	NA	NA	NA	NA	NA	NA	bag3	zdb-gene-040801-40	predicted	NA	55	365	23.4285899766	377
NA	NA	NA	1:prpf31	NA	NA	NA	NA	prpf31	zdb-gene-040426-1561	predicted	NA	67	315	36.9850778518	249
NA	NA	NA	NA	NA	NA	NA	NA	zgc:171795	NA	predicted	NA	37	433	20.4417647059	406
NA	NA	NA	NA	NA	NA	NA	NA	akt3	NA	predicted	NA	96	194	38.7952941176	239
NA	NA	NA	NA	NA	NA	NA	NA	si:dkey-260c8.4	NA	predicted	NA	68	310	26.0964705882	351
NA	NA	NA	NA	NA	NA	NA	NA	7955.ensdarp00000062369	NA	predicted	NA	81	240	31.7794117647	300
NA	NA	NA	NA	NA	NA	NA	NA	prkab1a	zdb-gene-040718-377	predicted	NA	12	552	5.91882352941	553
NA	NA	NA	1:rap1a	NA	NA	NA	NA	rap1aa	zdb-gene-040625-167	predicted	NA	128	93	54.6556163718	112
NA	NA	NA	1:pafah1b1	NA	NA	NA	NA	pafah1b1a	zdb-gene-040116-2	predicted	NA	50	393	23.5752123854	372
NA	NA	NA	1:mapk12	NA	NA	NA	NA	mapk12b	zdb-gene-041210-123	predicted	NA	150	59	62.1776470588	73
NA	NA	NA	1:mapk12	NA	NA	NA	NA	mapk12a	zdb-gene-990415-257	predicted	NA	152	53	62.9923529412	68
NA	NA	NA	1:jak1	NA	NA	NA	NA	jak1	zdb-gene-980526-142	predicted	NA	166	38	66.4068837286	53
NA	NA	NA	NA	NA	NA	NA	NA	zgc:171775	zdb-gene-030131-4309	predicted	NA	113	136	43.9194117647	203
NA	NA	NA	1:mixl1	NA	NA	NA	NA	mixl1	zdb-gene-000208-20	predicted	NA	33	457	13.4024248353	459
NA	NA	NA	NA	NA	NA	NA	NA	zgc:112305	NA	predicted	NA	36	441	20.1152941176	407
NA	NA	NA	1:dhx8	NA	NA	NA	NA	dhx8	zdb-gene-050809-39	predicted	NA	146	66	65.8858645471	57
NA	NA	NA	1:nos1	NA	NA	NA	NA	nos1	zdb-gene-001101-1	predicted	NA	130	91	54.6794962792	111
NA	NA	NA	1:adora2b	NA	NA	NA	NA	adora2b	zdb-gene-060511-1	predicted	NA	27	480	11.5031038263	485
NA	NA	NA	1:ccnd1	NA	NA	NA	NA	ccnd1	zdb-gene-980526-176	predicted	NA	108	156	52.164129519	128
NA	NA	NA	NA	NA	NA	NA	NA	unm_m180	zdb-gene-070117-394	predicted	NA	18	516	7.31602026983	517
NA	NA	NA	1:ctnnd2	NA	NA	NA	NA	ctnnd2b	zdb-gene-070912-532	predicted	NA	67	315	29.3383003432	320
NA	NA	NA	1:acta2	NA	NA	NA	NA	acta2	zdb-gene-030131-1229	predicted	NA	136	80	56.6994910462	102
NA	NA	NA	NA	NA	NA	NA	NA	rpz	zdb-gene-070117-651	predicted	NA	2	609	0.808543324572	612
NA	NA	NA	1:tgfbr1	NA	NA	NA	NA	tgfbr1b	zdb-gene-091027-1	predicted	NA	26	484	12.0264705882	477
NA	NA	NA	1:tgfbr1	NA	NA	NA	NA	tgfbr1a	zdb-gene-051120-75	predicted	NA	26	484	12.1176470588	473
NA	NA	NA	1:jak2	NA	NA	NA	NA	jak2a	zdb-gene-980526-481	predicted	NA	124	105	55.4274775186	108
NA	NA	NA	NA	NA	NA	NA	NA	rgmd	zdb-gene-030131-561	predicted	NA	19	512	7.10045267377	535
NA	NA	NA	1:rgmb	NA	NA	NA	NA	rgmb	zdb-gene-040527-2	predicted	NA	21	503	8.26795933734	509
NA	NA	NA	NA	NA	NA	NA	NA	si:zfos-979f1.2	zdb-gene-091204-441	predicted	NA	43	410	17.3429411765	425
NA	NA	NA	1:rgma	NA	NA	NA	NA	rgma	zdb-gene-040527-1	predicted	NA	21	503	8.25678286675	510
NA	NA	NA	NA	NA	NA	NA	NA	spna2	zdb-gene-051113-60	predicted	NA	105	164	44.987014615	192
NA	NA	NA	1:gtf2b	NA	NA	NA	NA	gtf2b	zdb-gene-030131-3544	predicted	NA	37	433	15.6111764706	439
NA	NA	NA	NA	NA	NA	NA	NA	pkp2	zdb-gene-041210-167	predicted	NA	58	351	23.9456065103	368
NA	NA	NA	1:nfkb2	NA	NA	NA	NA	nfkb2	zdb-gene-030131-6701	predicted	NA	83	232	36.103764412	254
NA	NA	NA	1:col11a2	NA	NA	NA	NA	col11a2	zdb-gene-000208-23	predicted	NA	40	419	17.6618741064	424
NA	NA	NA	1:brd2	NA	NA	NA	NA	brd2b	zdb-gene-070220-1	predicted	NA	50	393	20.799523762	402
NA	NA	NA	1:brd2	NA	NA	NA	NA	brd2a	zdb-gene-990415-248	predicted	NA	51	387	21.3607118111	398
NA	NA	NA	1:hadha	NA	NA	NA	NA	hadhaa	zdb-gene-031222-5	predicted	NA	26	484	11.1135294118	488
NA	NA	NA	NA	NA	NA	NA	NA	hadhab	zdb-gene-041111-204	predicted	NA	26	484	11.0923529412	490
NA	NA	NA	1:rras	NA	NA	NA	NA	rras	zdb-gene-041010-217	predicted	NA	124	105	50.7494153299	137
NA	NA	NA	1:rhobtb2	NA	NA	NA	NA	rhobtb2b	zdb-gene-071125-1	predicted	NA	84	226	34.3758823529	269
NA	NA	NA	1:csf1r	NA	NA	NA	NA	csf1ra	zdb-gene-001205-1	predicted	NA	136	80	53.5911985362	116
NA	NA	NA	NA	NA	NA	NA	NA	unm_m361	zdb-gene-070117-423	predicted	NA	18	516	7.31602026983	517
NA	NA	NA	NA	NA	NA	NA	NA	gnai2l	NA	predicted	NA	80	244	33.5994117647	278
NA	NA	NA	NA	NA	NA	NA	NA	bpnt1	zdb-gene-040718-46	predicted	NA	3	605	1.28941176471	607
NA	NA	NA	1:znrf3	NA	NA	NA	NA	znrf3	zdb-gene-070705-263	predicted	NA	3	605	1.32705882353	606
NA	NA	NA	NA	NA	NA	NA	NA	7955.ensdarp00000088460	NA	predicted	NA	12	552	5.94470588235	551
NA	NA	NA	1:extl3	NA	NA	NA	NA	extl3	zdb-gene-041124-2	predicted	NA	10	569	4.0036405542	573
NA	NA	NA	1:rhou	NA	NA	NA	NA	rhoua	zdb-gene-040618-3	predicted	NA	155	50	66.8019623052	52
NA	NA	NA	NA	NA	NA	NA	NA	si:dkey-8e10.1	NA	predicted	NA	9	573	3.52529411765	578
NA	NA	NA	1:hdac1	NA	NA	NA	NA	hdac1	zdb-gene-020419-32	predicted	NA	150	59	69.4427923029	41
NA	NA	NA	NA	NA	NA	NA	NA	hdac3	zdb-gene-040426-847	predicted	NA	140	76	62.9116267193	69
NA	NA	NA	1:nmu	NA	NA	NA	NA	nmu	zdb-gene-041001-111	predicted	NA	22	501	10.9049639443	493
NA	NA	NA	1:notch1	NA	NA	NA	NA	notch1b	zdb-gene-990415-183	predicted	NA	144	70	61.574925038	77
NA	NA	NA	1:acvr1b	NA	NA	NA	NA	acvr1ba	zdb-gene-980526-527	predicted	NA	29	471	13.7379112207	455
NA	NA	NA	1:hdac6	NA	NA	NA	NA	hdac6	zdb-gene-030131-3232	predicted	NA	61	344	26.5090694649	349
NA	NA	NA	1:pik3ca	NA	NA	NA	NA	pik3ca	zdb-gene-130409-1	predicted	NA	144	70	66.9223529412	51
NA	NA	NA	1:pik3cb	NA	NA	NA	NA	pik3cb	zdb-gene-030131-1904	predicted	NA	118	119	53.5476470588	117
NA	NA	NA	NA	NA	NA	NA	NA	7955.ensdarp00000047205	NA	predicted	NA	97	190	38.1170588235	242
NA	NA	NA	NA	NA	NA	NA	NA	bmp1a	zdb-gene-060818-1	direct_annotation_to_the_pelvic_fin	NA	30	466	14.7330210131	446
NA	NA	NA	NA	NA	NA	NA	NA	zgc:110141	NA	predicted	NA	25	491	9.65352941177	501
NA	NA	NA	1:rhog	NA	NA	NA	NA	rhogb	zdb-gene-030131-8877	predicted	NA	82	238	35.0864705882	261
NA	NA	NA	1:kif6	NA	NA	NA	NA	kif6	zdb-gene-061027-130	predicted	NA	12	552	4.66170103467	566
NA	NA	NA	NA	NA	NA	NA	NA	snu13b	zdb-gene-030131-9670	predicted	NA	79	250	44.3421640951	200
NA	NA	NA	NA	NA	NA	NA	NA	krm	zdb-gene-070117-2154	direct_annotation_to_the_pelvic_fin	NA	1	614	0.342267976815	615
NA	NA	NA	NA	NA	NA	NA	NA	unm_t30629	zdb-gene-070117-1066	predicted	NA	18	516	7.31602026983	531
NA	NA	NA	NA	NA	NA	NA	NA	7955.ensdarp00000107775	NA	predicted	NA	24	494	10.9658823529	492
NA	NA	NA	NA	NA	NA	NA	NA	impdh1b	zdb-gene-030219-206	predicted	NA	108	156	49.4134510966	152
NA	NA	NA	1:map2k5	NA	NA	NA	NA	map2k5	zdb-gene-030131-1517	predicted	NA	106	162	45.8050379031	184
NA	NA	NA	1:impdh1	NA	NA	NA	NA	impdh1a	zdb-gene-040704-15	predicted	NA	132	86	62.7991474648	70
NA	NA	NA	1:dpyd	NA	NA	NA	NA	dpydb	zdb-gene-040426-2459	predicted	NA	55	365	22.9594117647	385
NA	NA	NA	1:prkacb	NA	NA	NA	NA	prkacba	zdb-gene-040426-1351	predicted	NA	62	340	26.8047058824	344
NA	NA	NA	1:cdk2	NA	NA	NA	NA	cdk2	zdb-gene-040426-2741	predicted	NA	94	199	40.3258823529	231
NA	NA	NA	1:gli1	NA	NA	NA	NA	gli1	zdb-gene-030321-1	predicted	NA	111	143	50.4323478379	141
NA	NA	NA	1:cdk5	NA	NA	NA	NA	cdk5	zdb-gene-010131-2	predicted	NA	152	53	66.0326658785	55
NA	NA	NA	1:bud31	NA	NA	NA	NA	bud31	zdb-gene-040720-3	predicted	NA	36	441	21.4659648822	396
NA	NA	NA	NA	NA	NA	NA	NA	gart	zdb-gene-000616-14	predicted	NA	128	93	60.7044902051	81
NA	NA	NA	1:ppp3cc	NA	NA	NA	NA	ppp3cca	zdb-gene-030829-36	predicted	NA	28	475	11.0982352941	489
NA	NA	NA	1:tcf7	NA	NA	NA	NA	tcf7	zdb-gene-050222-4	predicted	NA	59	347	25.0575545752	360
NA	NA	NA	NA	NA	NA	NA	NA	lof	zdb-gene-070117-2179	direct_annotation_to_the_pelvic_fin	NA	2	609	0.678275122881	613
NA	NA	NA	1:bmpr2	NA	NA	NA	NA	bmpr2b	zdb-gene-070618-2	predicted	NA	57	357	28.1069918886	330
NA	NA	NA	1:wnt2b	NA	NA	NA	NA	wnt2ba	zdb-gene-030717-2	predicted	NA	36	441	16.7411422544	429
NA	NA	NA	1:cacna1c	NA	NA	NA	NA	cacna1c	zdb-gene-020129-1	predicted	NA	18	516	7.64358004625	515
NA	NA	NA	NA	NA	NA	NA	NA	zgc:110289	NA	predicted	NA	39	422	21.5576470588	393
NA	NA	NA	1:ephb4	NA	NA	NA	NA	ephb4a	zdb-gene-990415-62	predicted	NA	158	47	63.3287118191	65
NA	NA	NA	1:tubg1	NA	NA	NA	NA	tubg1	zdb-gene-040426-836	predicted	NA	101	177	44.5277192184	197
NA	NA	NA	1:rag1	NA	NA	NA	NA	rag1	zdb-gene-990415-234	predicted	NA	14	545	5.89908085358	555
